,0
2208,935
2209,984
2210,1001
2211,1123
2212,862
2213,1059
2214,679
2215,799
2216,817
2217,1123
2218,474
2219,818
2220,1033
2221,1096
2222,1287
2223,899
2224,1018
2225,969
2226,789
2227,960
2228,1087
2229,692
2230,830
2231,1192
2232,1116
2233,904
2234,1126
2235,259
2236,912
2237,1141
2238,880
2239,350
2240,-4366
2241,652
2242,1065
2243,933
2244,684
2245,696
2246,730
2247,1252
2248,970
2249,898
2250,1187
2251,902
2252,837
2253,608
2254,875
2255,856
2256,771
2257,429
2258,830
2259,863
2260,881
2261,999
2262,1005
2263,209
2264,921
2265,959
2266,969
2267,825
2268,779
2269,904
2270,618
2271,977
2272,905
2273,927
2274,1092
2275,1050
2276,938
2277,799
2278,830
2279,844
2280,907
2281,809
2282,1017
2283,897
2284,1037
2285,912
2286,881
2287,877
2288,978
2289,1410
2290,763
2291,550
2292,503
2293,1011
2294,757
2295,1075
2296,1017
2297,714
2298,875
2299,1303
2300,801
2301,814
2302,829
2303,704
2304,896
2305,682
2306,510
2307,701
2308,916
2309,771
2310,895
2311,985
2312,985
2313,784
2314,1003
2315,1190
2316,667
2317,1093
2318,927
2319,930
2320,583
2321,1069
2322,664
2323,1247
2324,936
2325,940
2326,849
2327,836
2328,836
2329,1034
2330,838
2331,996
2332,816
2333,836
2334,576
2335,649
2336,1051
2337,759
2338,749
2339,692
2340,986
2341,978
2342,931
2343,805
2344,648
2345,861
2346,903
2347,1153
2348,744
2349,1044
2350,944
2351,877
2352,839
2353,1056
2354,1098
2355,896
2356,1007
2357,768
2358,687
2359,776
2360,783
2361,1027
2362,675
2363,883
2364,1116
2365,843
2366,831
2367,804
2368,973
2369,954
2370,823
2371,983
2372,653
2373,616
2374,517
2375,1055
2376,975
2377,1202
2378,879
2379,852
2380,805
2381,894
2382,825
2383,668
2384,544
2385,815
2386,991
2387,794
2388,690
2389,836
2390,734
2391,949
2392,913
2393,1039
2394,935
2395,863
2396,984
2397,550
2398,1215
2399,443
2400,842
2401,602
2402,1108
2403,1013
2404,1023
2405,759
2406,782
2407,847
2408,932
2409,814
2410,419
2411,1005
2412,850
2413,835
2414,747
2415,965
2416,1034
2417,803
2418,808
2419,991
2420,1087
2421,1030
2422,907
2423,781
2424,592
2425,937
2426,1136
2427,929
2428,960
2429,838
2430,1034
2431,925
2432,921
2433,813
2434,781
2435,762
2436,664
2437,826
2438,957
2439,551
2440,1093
2441,509
2442,841
2443,1011
2444,809
2445,739
2446,721
2447,900
2448,1061
2449,582
2450,1153
2451,968
2452,710
2453,907
2454,899
2455,891
2456,641
2457,841
2458,974
2459,1003
2460,716
2461,1057
2462,849
2463,1120
2464,873
2465,889
2466,854
2467,933
2468,557
2469,1036
2470,986
2471,814
2472,582
2473,515
2474,794
2475,517
2476,686
2477,1163
2478,1013
2479,881
2480,939
2481,1009
2482,564
2483,907
2484,640
2485,844
2486,799
2487,812
2488,766
2489,1113
2490,746
2491,658
2492,991
2493,958
2494,470
2495,632
2496,822
2497,670
2498,598
2499,861
2500,674
2501,875
2502,726
2503,998
2504,467
2505,748
2506,886
2507,703
2508,894
2509,927
2510,780
2511,990
2512,1102
2513,809
2514,1054
2515,844
2516,781
2517,847
2518,1079
2519,645
2520,1120
2521,1128
2522,638
2523,722
2524,1080
2525,414
2526,756
2527,966
2528,1102
2529,773
2530,908
2531,650
2532,703
2533,724
2534,965
2535,758
2536,341
2537,972
2538,787
2539,940
2540,969
2541,1242
2542,794
2543,948
2544,959
2545,859
2546,984
2547,1014
2548,591
2549,1121
2550,1077
2551,251
2552,912
2553,819
2554,731
2555,1029
2556,929
2557,662
2558,832
2559,1067
2560,836
2561,697
2562,1310
2563,726
2564,837
2565,709
2566,845
2567,928
2568,842
2569,806
2570,1007
2571,853
2572,930
2573,651
2574,970
2575,-243
2576,516
2577,962
2578,791
2579,740
2580,1182
2581,602
2582,737
2583,556
2584,933
2585,584
2586,650
2587,757
2588,867
2589,1027
2590,871
2591,695
2592,1001
2593,794
2594,909
2595,424
2596,906
2597,725
2598,965
2599,917
2600,881
2601,688
2602,456
2603,976
2604,1104
2605,844
2606,876
2607,876
2608,836
2609,1071
2610,1346
2611,576
2612,839
2613,769
2614,910
2615,958
2616,1095
2617,678
2618,977
2619,687
2620,720
2621,1012
2622,998
2623,799
2624,963
2625,936
2626,906
2627,924
2628,951
2629,1061
2630,808
2631,379
2632,946
2633,812
2634,866
2635,1013
2636,796
2637,723
2638,765
2639,1148
2640,918
2641,996
2642,963
2643,710
2644,707
2645,1157
2646,787
2647,806
2648,781
2649,932
2650,858
2651,1043
2652,787
2653,961
2654,998
2655,900
2656,916
2657,993
2658,859
2659,1064
2660,750
2661,894
2662,866
2663,826
2664,1145
2665,1074
2666,908
2667,1042
2668,768
2669,809
2670,1023
2671,866
2672,493
2673,922
2674,388
2675,815
2676,980
2677,930
2678,1090
2679,890
2680,861
2681,1108
2682,680
2683,899
2684,861
2685,932
2686,931
2687,859
2688,682
2689,922
2690,852
2691,832
2692,718
2693,893
2694,772
2695,980
2696,739
2697,870
2698,899
2699,994
2700,838
2701,841
2702,760
2703,968
2704,662
2705,708
2706,1111
2707,783
2708,932
2709,651
2710,556
2711,768
2712,800
2713,701
2714,635
2715,768
2716,833
2717,810
2718,781
2719,829
2720,896
2721,730
2722,1014
2723,1389
2724,964
2725,871
2726,941
2727,998
2728,920
2729,758
2730,804
2731,998
2732,864
2733,725
2734,685
2735,913
2736,1117
2737,899
2738,869
2739,1093
2740,873
2741,712
2742,797
2743,930
2744,665
2745,1120
2746,976
2747,815
2748,861
2749,1239
2750,911
2751,764
2752,778
2753,832
2754,929
2755,860
2756,905
2757,1262
2758,920
2759,794
2760,661
2761,293
2762,974
2763,879
2764,1002
2765,1507
2766,923
2767,1012
2768,753
2769,666
2770,552
2771,818
2772,856
2773,829
2774,801
2775,836
2776,584
2777,949
2778,1021
2779,561
2780,858
2781,1042
2782,780
2783,893
2784,787
2785,822
2786,758
2787,811
2788,824
2789,833
2790,821
2791,889
2792,783
2793,928
2794,828
2795,846
2796,846
2797,423
2798,938
2799,714
2800,1169
2801,1167
2802,810
2803,697
2804,904
2805,993
2806,908
2807,1412
2808,799
2809,845
2810,996
2811,757
2812,920
2813,725
2814,639
2815,1419
2816,1055
2817,917
2818,1278
2819,881
2820,869
2821,1021
