,0
447,338
448,865
449,427
450,988
451,188
452,627
453,-396
454,-315
455,-20
456,576
457,44
458,-975
459,-7934
460,-3540
461,-3708
462,-160
463,-861
464,-8222
465,-403
466,105
467,445
468,3
469,433
470,399
471,-644
472,40
473,-228
474,-66
475,923
476,-305
477,328
478,545
479,535
480,944
481,-648
482,-784
483,333
484,648
485,-1869
486,66
487,233
488,118
489,-11
490,761
491,-518
492,89
493,223
494,-1196
495,500
496,1041
497,-8323
498,633
499,-399
500,-335
501,-465
502,-2144
503,460
504,-1341
505,571
506,257
507,1218
508,1023
509,-312
510,-149
511,196
512,985
513,-5369
514,-3781
515,102
516,-189
517,502
518,-197
519,-258
520,1114
521,-266
522,1091
523,463
524,384
525,356
526,213
527,-1170
528,-67
529,-718
530,644
531,215
532,-631
533,795
534,-2565
535,-137
536,429
537,-298
538,-1057
539,508
540,-598
541,8
542,-218
543,-311
544,-14
545,342
546,351
547,-116
548,-336
549,466
550,-109
551,-124
552,378
553,647
554,-463
555,768
556,-1161
557,-4012
558,-1054
559,0
560,130
561,-906
562,311
563,-615
564,-832
565,-58
566,404
567,-127
568,-873
569,713
570,556
571,-1725
572,981
573,-414
574,-297
575,1147
576,-271
577,-689
578,-1591
579,-1345
580,-2396
581,-447
582,-246
583,442
584,-481
585,-461
586,201
587,3
588,213
589,-1507
590,-60
591,726
592,108
593,-90
594,-2994
595,-1520
596,-147
597,-27
598,-485
599,1
600,-446
601,-748
602,644
603,-239
604,511
605,-65
606,914
607,-408
608,1133
609,192
610,985
611,162
612,396
613,-950
614,-9965
615,373
616,16
617,855
618,151
619,-503
620,765
621,740
622,341
623,175
624,761
625,1206
626,439
627,-3525
628,-315
629,621
630,-4356
631,-808
632,62
633,498
634,479
635,636
636,-528
637,99
638,537
639,9
640,623
641,483
642,166
643,414
644,-1440
645,990
646,881
647,-7878
648,-35
649,762
650,153
651,206
652,545
653,971
654,-802
655,-35
656,1234
657,-581
658,1309
659,-34
660,-406
661,-183
662,408
663,-6932
664,-33
665,197
666,697
667,907
668,-75
669,382
670,-164
671,-634
672,1458
673,909
674,524
675,-182
676,-32
677,1375
678,509
679,658
680,80
681,879
682,-63
683,-1019
684,-81
685,-968
686,919
687,407
688,890
689,433
690,371
691,90
692,989
693,-340
694,304
695,702
696,1050
697,-147
698,221
699,452
700,245
701,165
702,923
703,694
704,418
705,-655
706,701
707,-544
708,-1180
709,-56
710,-5635
711,1188
712,-209
713,-330
714,154
715,1034
716,896
717,648
718,1164
719,322
720,870
721,786
722,-603
723,176
724,680
725,1013
726,394
727,80
728,691
729,986
730,263
731,224
732,695
733,-12
734,1033
735,19
736,49
737,-107
738,602
739,-51
740,-7986
741,-569
742,791
743,-5589
744,-344
745,1025
746,131
747,-629
748,928
749,372
750,393
751,24
752,685
753,335
754,643
755,187
756,409
757,1035
758,599
759,948
760,-790
761,-456
762,446
763,294
764,1158
765,-1060
766,463
767,-6537
768,973
769,1197
770,-147
771,408
772,693
773,243
774,1359
775,907
776,331
777,-601
778,681
779,655
780,-52
781,293
782,1023
783,-458
784,786
785,459
786,648
787,642
788,970
789,321
790,359
791,384
792,505
793,-127
794,-6177
795,489
796,1109
797,972
798,-5555
799,1186
800,-208
801,696
802,675
803,528
804,427
805,539
806,783
807,5
808,-85
809,825
810,-605
811,363
812,-1075
813,149
814,-99
815,1082
816,-300
817,348
818,316
819,176
820,5
821,1075
822,408
823,332
824,232
825,1030
826,385
827,391
828,-362
829,504
830,-876
831,459
832,-91
833,769
834,1159
835,-135
836,145
837,997
838,264
839,722
840,226
841,219
842,991
843,441
844,617
845,-10
846,-747
847,874
848,1017
849,691
850,-3456
851,1054
852,907
853,-545
854,61
855,652
856,-1798
857,378
858,137
859,372
860,154
861,-599
862,854
863,-1518
864,-766
865,711
866,1421
867,1148
868,529
869,286
870,898
871,60
872,453
873,120
874,953
875,340
876,-8051
877,1137
878,1034
879,60
880,380
881,251
882,210
883,648
884,849
885,983
886,945
887,-2422
888,1090
889,329
890,-255
891,-727
892,141
893,651
894,206
895,710
896,244
897,421
898,-2660
899,709
900,779
901,1055
902,917
903,481
904,200
905,577
906,-4700
907,173
908,560
909,794
910,1021
911,551
912,-249
913,1074
914,-301
915,172
916,586
917,503
918,594
919,408
920,836
921,1076
922,851
923,588
924,428
925,719
926,23
927,574
928,891
929,343
930,488
931,563
932,793
933,519
934,942
935,746
936,516
937,250
938,-473
939,754
940,250
941,-7878
942,766
943,195
944,303
945,-1034
946,370
947,180
948,791
949,1348
950,-354
951,514
952,972
953,127
954,343
955,621
956,1182
957,228
958,286
959,-53
960,-212
961,789
962,-285
963,333
964,184
965,581
966,-129
967,-441
968,799
969,-108
970,914
971,788
972,1192
973,351
974,926
975,419
976,876
977,546
978,455
979,-8
980,638
981,325
982,614
983,-471
984,813
985,581
986,416
987,103
988,205
989,-167
990,54
991,1110
992,-606
993,-1
994,551
995,897
996,-448
997,565
998,-364
999,402
