0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1.0,1.0,0.9971113412363674,0.9901229542899979,0.9801760025909872,0.9681838811891761,0.9548534332233302,0.9263343491806124,0.8697831186329218,0.8186087809183654,0.774324498237092,0.7093837365567062,0.6685640848612996,0.6957188096456207,0.8222586335724359
1.0,1.0,0.9971113412363674,0.9901229542899979,0.9801760025909872,0.9681838811891761,0.9548534332233302,0.9263343491806124,0.8697831186329218,0.8186087809183654,0.774324498237092,0.7093837365567062,0.6685640848612996,0.6957188096456207,0.8222586335724359
0.9971113412363674,0.9971113412363674,1.0,0.997371522457765,0.9903739576960789,0.9803254072364305,0.9682872704499293,0.941258529121456,0.8857438128201643,0.8344573321257246,0.7895028420361351,0.7226644249627495,0.679357585832811,0.7043734475061999,0.8280358186350281
0.9901229542899979,0.9901229542899979,0.997371522457765,0.9999999999999999,0.9976534811592168,0.9914112523293682,0.9824250606272876,0.9598221155750563,0.9092952245555255,0.8604801878757048,0.8167541472887448,0.7505676969651912,0.706615576576524,0.7297830888876935,0.8450222956504682
0.9801760025909872,0.9801760025909872,0.9903739576960789,0.9976534811592168,0.9999999999999999,0.9979781951539871,0.992627223054496,0.9757049610237088,0.9322214578582734,0.8873118938829638,0.8458525868315808,0.7816567876439307,0.7379349173462981,0.7592254437212884,0.8640116643036563
0.9681838811891761,0.9681838811891761,0.9803254072364305,0.9914112523293683,0.9979781951539871,1.0,0.9982972916291134,0.9873581406694796,0.9517619738998254,0.9114940081015437,0.8728799066062751,0.8114470392474085,0.7684376694360429,0.7877506552739276,0.8814391544680947
0.9548534332233302,0.9548534332233302,0.9682872704499292,0.9824250606272875,0.9926272230544959,0.9982972916291134,0.9999999999999999,0.9948551429200997,0.9672881525543988,0.9319791055565315,0.8965212696715198,0.8383165301480594,0.7963200160703858,0.8135742976229174,0.8961242353373586
0.9263343491806125,0.9263343491806125,0.941258529121456,0.959822115575056,0.9757049610237087,0.9873581406694796,0.9948551429200997,1.0,0.9876188675144303,0.9622987361362817,0.933497945111927,0.8824738643077514,0.8430687142241086,0.8561611838430202,0.9172941347536492
0.8697831186329218,0.8697831186329218,0.8857438128201643,0.9092952245555255,0.9322214578582735,0.9517619738998254,0.9672881525543987,0.9876188675144303,1.0,0.9927141691196572,0.9768414336755441,0.9409006358266891,0.9079780430797032,0.9136555956050135,0.9370977584220277
0.8186087809183655,0.8186087809183655,0.8344573321257246,0.8604801878757047,0.8873118938829638,0.9114940081015438,0.9319791055565314,0.9622987361362816,0.9927141691196572,0.9999999999999999,0.9953900294768768,0.9737173883644893,0.9480956198003352,0.948340067128569,0.94055751144115
0.774324498237092,0.774324498237092,0.7895028420361351,0.8167541472887448,0.8458525868315807,0.872879906606275,0.8965212696715198,0.933497945111927,0.976841433675544,0.9953900294768767,0.9999999999999999,0.9908147864536472,0.9725166418950097,0.9692385750590438,0.9355430472823602
0.7093837365567062,0.7093837365567062,0.7226644249627495,0.7505676969651913,0.7816567876439308,0.8114470392474085,0.8383165301480594,0.8824738643077515,0.9409006358266891,0.9737173883644893,0.9908147864536471,1.0,0.9943418892110399,0.9882722975461672,0.916213283817553
0.6685640848612995,0.6685640848612995,0.679357585832811,0.706615576576524,0.7379349173462981,0.7684376694360429,0.7963200160703859,0.8430687142241085,0.9079780430797032,0.9480956198003352,0.9725166418950097,0.99434188921104,0.9999999999999999,0.9958147216840455,0.8959466874521888
0.6957188096456207,0.6957188096456207,0.7043734475062,0.7297830888876935,0.7592254437212884,0.7877506552739276,0.8135742976229174,0.8561611838430202,0.9136555956050135,0.9483400671285689,0.9692385750590436,0.9882722975461672,0.9958147216840456,1.0,0.9149006567480986
0.8222586335724359,0.8222586335724359,0.8280358186350281,0.8450222956504683,0.8640116643036563,0.8814391544680946,0.8961242353373586,0.9172941347536491,0.9370977584220276,0.94055751144115,0.9355430472823602,0.916213283817553,0.8959466874521889,0.9149006567480986,0.9999999999999999
