0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.9999999999999998,0.9999999999999998,0.9971113412363672,0.9901229542899979,0.9801760025909869,0.9681838811891759,0.9548534332233299,0.9263343491806122,0.8697831186329218,0.8186087809183653,0.7743244982370922,0.7093837365567061,0.6685640848612995,0.6957188096456207,0.8222586335724358
0.9999999999999998,0.9999999999999998,0.9971113412363672,0.9901229542899979,0.9801760025909869,0.9681838811891759,0.9548534332233299,0.9263343491806122,0.8697831186329218,0.8186087809183653,0.7743244982370922,0.7093837365567061,0.6685640848612995,0.6957188096456207,0.8222586335724358
0.9971113412363672,0.9971113412363672,1.0,0.9973715224577651,0.9903739576960787,0.9803254072364305,0.9682872704499292,0.9412585291214558,0.8857438128201646,0.8344573321257246,0.7895028420361353,0.7226644249627496,0.679357585832811,0.7043734475061999,0.8280358186350281
0.9901229542899979,0.9901229542899979,0.9973715224577651,1.0000000000000002,0.9976534811592168,0.9914112523293686,0.9824250606272877,0.9598221155750563,0.9092952245555257,0.8604801878757047,0.8167541472887452,0.7505676969651914,0.706615576576524,0.7297830888876937,0.8450222956504683
0.9801760025909869,0.9801760025909869,0.9903739576960787,0.9976534811592168,0.9999999999999997,0.997978195153987,0.9926272230544959,0.9757049610237085,0.9322214578582734,0.8873118938829637,0.8458525868315809,0.7816567876439305,0.737934917346298,0.7592254437212884,0.8640116643036562
0.9681838811891759,0.9681838811891759,0.9803254072364305,0.9914112523293686,0.997978195153987,1.0,0.9982972916291134,0.9873581406694795,0.9517619738998256,0.9114940081015436,0.8728799066062753,0.8114470392474085,0.7684376694360427,0.7877506552739275,0.8814391544680946
0.9548534332233299,0.9548534332233299,0.9682872704499292,0.9824250606272877,0.9926272230544959,0.9982972916291134,0.9999999999999999,0.9948551429200995,0.9672881525543989,0.9319791055565314,0.8965212696715201,0.8383165301480594,0.7963200160703859,0.8135742976229174,0.8961242353373585
0.9263343491806122,0.9263343491806122,0.9412585291214558,0.9598221155750563,0.9757049610237085,0.9873581406694795,0.9948551429200995,0.9999999999999997,0.9876188675144303,0.9622987361362814,0.9334979451119271,0.8824738643077513,0.8430687142241083,0.8561611838430201,0.917294134753649
0.8697831186329218,0.8697831186329218,0.8857438128201646,0.9092952245555257,0.9322214578582734,0.9517619738998256,0.9672881525543989,0.9876188675144303,1.0000000000000002,0.9927141691196572,0.9768414336755444,0.9409006358266893,0.9079780430797033,0.9136555956050137,0.9370977584220277
0.8186087809183653,0.8186087809183653,0.8344573321257246,0.8604801878757047,0.8873118938829637,0.9114940081015436,0.9319791055565314,0.9622987361362814,0.9927141691196572,0.9999999999999997,0.9953900294768769,0.9737173883644893,0.9480956198003351,0.9483400671285688,0.9405575114411499
0.7743244982370922,0.7743244982370922,0.7895028420361353,0.8167541472887452,0.8458525868315809,0.8728799066062753,0.8965212696715201,0.9334979451119271,0.9768414336755444,0.9953900294768769,1.0000000000000004,0.9908147864536474,0.97251664189501,0.969238575059044,0.9355430472823604
0.7093837365567061,0.7093837365567061,0.7226644249627496,0.7505676969651914,0.7816567876439305,0.8114470392474085,0.8383165301480594,0.8824738643077513,0.9409006358266893,0.9737173883644893,0.9908147864536474,1.0000000000000002,0.9943418892110399,0.9882722975461673,0.9162132838175531
0.6685640848612995,0.6685640848612995,0.679357585832811,0.706615576576524,0.737934917346298,0.7684376694360427,0.7963200160703859,0.8430687142241083,0.9079780430797033,0.9480956198003351,0.97251664189501,0.9943418892110399,0.9999999999999999,0.9958147216840456,0.8959466874521889
0.6957188096456207,0.6957188096456207,0.7043734475061999,0.7297830888876937,0.7592254437212884,0.7877506552739275,0.8135742976229174,0.8561611838430201,0.9136555956050137,0.9483400671285688,0.969238575059044,0.9882722975461673,0.9958147216840456,1.0000000000000002,0.9149006567480986
0.8222586335724358,0.8222586335724358,0.8280358186350281,0.8450222956504683,0.8640116643036562,0.8814391544680946,0.8961242353373585,0.917294134753649,0.9370977584220277,0.9405575114411499,0.9355430472823604,0.9162132838175531,0.8959466874521889,0.9149006567480986,0.9999999999999998
